timestamp,domain,epoch_id,operation,duration_ms,num_fragments
1780502400,domain091.test,900,decrypt_15,5.579,30
1780502400,domain100.test,900,decrypt_16,4.176,30
1780502400,domain097.test,900,decrypt_16,1.595,30
1780502400,domain096.test,900,decrypt_12,1.649,30
1780502400,domain094.test,900,decrypt_16,1.820,30
1780502400,domain099.test,900,decrypt_13,1.642,30
1780502401,domain099.test,900,decrypt_14,1.753,30
1780502401,domain098.test,900,decrypt_14,1.667,30
1780502401,domain092.test,900,decrypt_14,1.568,30
1780502401,domain098.test,900,decrypt_15,2.027,30
1780502402,domain092.test,900,decrypt_15,3.018,30
1780502450,domain098.test,900,decrypt_16,5.844,30
1780502450,domain091.test,900,decrypt_16,5.056,30
1780502487,domain064.test,900,decrypt_5,6.545,12
1780502487,domain069.test,900,decrypt_6,6.897,12
1780502487,domain068.test,900,decrypt_6,10.134,12
1780502487,domain065.test,900,decrypt_6,4.610,12
1780502487,domain063.test,900,decrypt_6,5.068,12
1780502487,domain066.test,900,decrypt_6,10.618,12
1780502487,domain062.test,900,decrypt_6,8.907,12
1780502488,domain070.test,900,decrypt_7,7.120,12
1780502488,domain061.test,900,decrypt_7,5.702,12
1780502488,domain067.test,900,decrypt_7,3.911,12
1780502496,domain086.test,900,decrypt_11,5.076,20
1780502496,domain087.test,900,decrypt_11,5.290,20
1780502496,domain084.test,900,decrypt_11,7.821,20
1780502496,domain083.test,900,decrypt_11,4.305,20
1780502496,domain086.test,900,decrypt_12,6.928,20
1780502496,domain083.test,900,decrypt_12,5.898,20
1780502496,domain084.test,900,decrypt_12,5.844,20
1780502497,domain081.test,900,decrypt_9,5.250,20
1780502497,domain090.test,900,decrypt_10,3.623,20
1780502497,domain089.test,900,decrypt_10,6.638,20
1780502497,domain088.test,900,decrypt_10,5.763,20
1780502497,domain085.test,900,decrypt_10,8.010,20
1780502497,domain082.test,900,decrypt_10,7.078,20
1780502497,domain081.test,900,decrypt_10,7.446,20
1780502498,domain090.test,900,decrypt_11,7.195,20
1780502498,domain089.test,900,decrypt_11,7.906,20
1780502498,domain088.test,900,decrypt_11,6.914,20
1780502498,domain085.test,900,decrypt_11,2.339,20
1780502498,domain082.test,900,decrypt_11,7.853,20
1780502500,domain092.test,900,decrypt_16,5.457,30
1780502500,domain095.test,900,decrypt_16,2.804,30
